"category","cp_origin","month","exp_in","exp_out","exp_total","exp_in_per","exp_out_per"
"es_home","28053",nov 2012,2282.57,11537.66,13820.23,16.52,83.48
"es_home","28053",dic 2012,1823.19,12119.7,13942.89,13.08,86.92
"es_home","28053",ene 2013,2077.45,11239.05,13316.5,15.6,84.4
"es_home","28053",feb 2013,1083.86,11309.32,12393.18,8.75,91.25
"es_home","28053",mar 2013,2205.61,12996.59,15202.2,14.51,85.49
"es_home","28053",abr 2013,1621.42,8004.32,9625.74,16.84,83.16
"es_home","28054",nov 2012,1845.26,3470.61,5315.87,34.71,65.29
"es_home","28054",dic 2012,1616.33,5071.72,6688.05,24.17,75.83
"es_home","28054",ene 2013,2102.92,2505.83,4608.75,45.63,54.37
"es_home","28054",feb 2013,1564.49,310.57,1875.06,83.44,16.56
"es_home","28054",mar 2013,1286.49,704.01,1990.5,64.63,35.37
"es_home","28054",abr 2013,1019.28,2533.27,3552.55,28.69,71.31
"es_home","28055",nov 2012,0,233.95,233.95,0,100
"es_hotelservices","28001",nov 2012,1528.9,2406.96,3935.86,38.85,61.15
"es_hotelservices","28001",dic 2012,1284.65,1135.29,2419.94,53.09,46.91
"es_hotelservices","28001",ene 2013,701,257.84,958.84,73.11,26.89
"es_hotelservices","28001",feb 2013,1844.49,5801.47,7645.96,24.12,75.88
"es_hotelservices","28001",mar 2013,1375.97,2062.11,3438.08,40.02,59.98
"es_hotelservices","28001",abr 2013,972.5,5409.49,6381.99,15.24,84.76
"es_hotelservices","28002",nov 2012,1998.78,6385.9,8384.68,23.84,76.16
"es_hotelservices","28002",dic 2012,1408.73,5830.85,7239.58,19.46,80.54
"es_hotelservices","28002",ene 2013,2172.99,2430.3,4603.29,47.21,52.79
"es_hotelservices","28002",feb 2013,899.81,11063.84,11963.65,7.52,92.48
"es_hotelservices","28002",mar 2013,1704.81,10152.48,11857.29,14.38,85.62
"es_hotelservices","28002",abr 2013,2415.4,7043.42,9458.82,25.54,74.46
"es_hotelservices","28003",nov 2012,336.05,3636.89,3972.94,8.46,91.54
"es_hotelservices","28003",dic 2012,646.61,3570.85,4217.46,15.33,84.67
"es_hotelservices","28003",ene 2013,466,2403.05,2869.05,16.24,83.76
"es_hotelservices","28003",feb 2013,1544.8,1623.21,3168.01,48.76,51.24
"es_hotelservices","28003",mar 2013,1087.76,5412.47,6500.23,16.73,83.27
"es_hotelservices","28003",abr 2013,1886.31,4394.77,6281.08,30.03,69.97
"es_hotelservices","28004",nov 2012,1576.76,2994.5,4571.26,34.49,65.51
"es_hotelservices","28004",dic 2012,1995.22,2704.93,4700.15,42.45,57.55
"es_hotelservices","28004",ene 2013,833.84,3372.28,4206.12,19.82,80.18
"es_hotelservices","28004",feb 2013,1134.29,1467.32,2601.61,43.6,56.4
"es_hotelservices","28004",mar 2013,1623.31,2061.66,3684.97,44.05,55.95
"es_hotelservices","28004",abr 2013,1022.76,3297.79,4320.55,23.67,76.33
"es_hotelservices","28005",nov 2012,1608.28,1581.3,3189.58,50.42,49.58
"es_hotelservices","28005",dic 2012,2792.31,7912.88,10705.19,26.08,73.92
"es_hotelservices","28005",ene 2013,1297.1,7769.42,9066.52,14.31,85.69
"es_hotelservices","28005",feb 2013,1143.72,3256.13,4399.85,25.99,74.01
"es_hotelservices","28005",mar 2013,693.2,1679.7,2372.9,29.21,70.79
"es_hotelservices","28005",abr 2013,1518.08,2745.63,4263.71,35.6,64.4
"es_hotelservices","28006",nov 2012,1475.3,2974.6,4449.9,33.15,66.85
"es_hotelservices","28006",dic 2012,1016.49,5948.82,6965.31,14.59,85.41
"es_hotelservices","28006",ene 2013,1823.07,1966.67,3789.74,48.11,51.89
"es_hotelservices","28006",feb 2013,825.91,9706.15,10532.06,7.84,92.16
"es_hotelservices","28006",mar 2013,1249.74,1839.93,3089.67,40.45,59.55
"es_hotelservices","28006",abr 2013,3763.71,3585.13,7348.84,51.22,48.78
"es_hotelservices","28007",nov 2012,953.44,6156.01,7109.45,13.41,86.59
"es_hotelservices","28007",dic 2012,1610.78,5337.89,6948.67,23.18,76.82
"es_hotelservices","28007",ene 2013,762.37,5965.8,6728.17,11.33,88.67
"es_hotelservices","28007",feb 2013,659.59,5455.18,6114.77,10.79,89.21
"es_hotelservices","28007",mar 2013,523.1,6040.18,6563.28,7.97,92.03
"es_hotelservices","28007",abr 2013,0,3455.78,3455.78,0,100
"es_hotelservices","28008",nov 2012,879.85,4518.49,5398.34,16.3,83.7
"es_hotelservices","28008",dic 2012,1129.67,4721.44,5851.11,19.31,80.69
"es_hotelservices","28008",ene 2013,664.82,2088.96,2753.78,24.14,75.86
"es_hotelservices","28008",feb 2013,611.31,3441.45,4052.76,15.08,84.92
"es_hotelservices","28008",mar 2013,354.84,3847.84,4202.68,8.44,91.56
"es_hotelservices","28008",abr 2013,592.69,1490.05,2082.74,28.46,71.54
"es_hotelservices","28009",nov 2012,0,867.41,867.41,0,100
"es_hotelservices","28009",dic 2012,740.13,2961.18,3701.31,20,80
"es_hotelservices","28009",ene 2013,849.92,3541.86,4391.78,19.35,80.65
"es_hotelservices","28009",feb 2013,0,823.65,823.65,0,100
"es_hotelservices","28009",mar 2013,0,1111.89,1111.89,0,100
"es_hotelservices","28009",abr 2013,509.36,914.2,1423.56,35.78,64.22
"es_hotelservices","28010",nov 2012,1368.47,3919.45,5287.92,25.88,74.12
"es_hotelservices","28010",dic 2012,0,1134.07,1134.07,0,100
"es_hotelservices","28010",ene 2013,130.3,1993.87,2124.17,6.13,93.87
"es_hotelservices","28010",feb 2013,824.4,495.97,1320.37,62.44,37.56
"es_hotelservices","28010",mar 2013,566.64,263.4,830.04,68.27,31.73
"es_hotelservices","28010",abr 2013,1490.44,719.45,2209.89,67.44,32.56
"es_hotelservices","28011",nov 2012,0,883.25,883.25,0,100
"es_hotelservices","28011",dic 2012,0,536.9,536.9,0,100
"es_hotelservices","28011",ene 2013,0,733.3,733.3,0,100
"es_hotelservices","28011",feb 2013,0,1179.55,1179.55,0,100
"es_hotelservices","28011",mar 2013,0,394.63,394.63,0,100
"es_hotelservices","28011",abr 2013,0,273.89,273.89,0,100
"es_hotelservices","28012",nov 2012,767.15,2784.04,3551.19,21.6,78.4
"es_hotelservices","28012",dic 2012,624.61,760.62,1385.23,45.09,54.91
"es_hotelservices","28012",ene 2013,990.36,3041.74,4032.1,24.56,75.44
"es_hotelservices","28012",feb 2013,413.25,3346.96,3760.21,10.99,89.01
"es_hotelservices","28012",mar 2013,703.97,0,703.97,100,0
"es_hotelservices","28012",abr 2013,859.51,0,859.51,100,0
"es_hotelservices","28013",nov 2012,0,1233.87,1233.87,0,100
"es_hotelservices","28013",dic 2012,825.37,1310.67,2136.04,38.64,61.36
"es_hotelservices","28013",ene 2013,0,456.3,456.3,0,100
"es_hotelservices","28013",mar 2013,0,471.02,471.02,0,100
"es_hotelservices","28013",abr 2013,0,397.76,397.76,0,100
"es_hotelservices","28014",nov 2012,631.86,0,631.86,100,0
"es_hotelservices","28014",dic 2012,0,519.3,519.3,0,100
"es_hotelservices","28014",ene 2013,302.56,0,302.56,100,0
"es_hotelservices","28014",feb 2013,335.63,0,335.63,100,0
"es_hotelservices","28014",mar 2013,0,445.45,445.45,0,100
"es_hotelservices","28015",nov 2012,767.3,10086.89,10854.19,7.07,92.93
"es_hotelservices","28015",dic 2012,2454.87,3406.75,5861.62,41.88,58.12
"es_hotelservices","28015",ene 2013,3223.88,585.74,3809.62,84.62,15.38
"es_hotelservices","28015",feb 2013,437.71,2043.8,2481.51,17.64,82.36
"es_hotelservices","28015",mar 2013,1612.46,3209.77,4822.23,33.44,66.56
"es_hotelservices","28015",abr 2013,697.88,2951,3648.88,19.13,80.87
"es_hotelservices","28016",nov 2012,0,6497.84,6497.84,0,100
"es_hotelservices","28016",dic 2012,0,4195.49,4195.49,0,100
"es_hotelservices","28016",ene 2013,0,2887.03,2887.03,0,100
"es_hotelservices","28016",feb 2013,0,6840.89,6840.89,0,100
"es_hotelservices","28016",mar 2013,0,5482.54,5482.54,0,100
"es_hotelservices","28016",abr 2013,0,5180.13,5180.13,0,100
"es_hotelservices","28017",nov 2012,0,1353.95,1353.95,0,100
"es_hotelservices","28017",dic 2012,0,996.8,996.8,0,100
"es_hotelservices","28017",ene 2013,0,1325.35,1325.35,0,100
"es_hotelservices","28017",feb 2013,0,1131.19,1131.19,0,100
"es_hotelservices","28017",mar 2013,0,1242.51,1242.51,0,100
"es_hotelservices","28017",abr 2013,0,1444.15,1444.15,0,100
"es_hotelservices","28018",nov 2012,0,168,168,0,100
"es_hotelservices","28018",dic 2012,0,252.41,252.41,0,100
"es_hotelservices","28019",nov 2012,0,1384.47,1384.47,0,100
"es_hotelservices","28019",dic 2012,0,446.01,446.01,0,100
"es_hotelservices","28019",ene 2013,0,1031.82,1031.82,0,100
"es_hotelservices","28019",feb 2013,0,1628.13,1628.13,0,100
"es_hotelservices","28019",mar 2013,0,1236.3,1236.3,0,100
"es_hotelservices","28019",abr 2013,0,508.32,508.32,0,100
"es_hotelservices","28020",nov 2012,5529.85,2575.59,8105.44,68.22,31.78
"es_hotelservices","28020",dic 2012,1844.74,1671.37,3516.11,52.47,47.53
"es_hotelservices","28020",ene 2013,2662.98,2161.74,4824.72,55.19,44.81
"es_hotelservices","28020",feb 2013,2126.08,3708.06,5834.14,36.44,63.56
"es_hotelservices","28020",mar 2013,968.36,3737.09,4705.45,20.58,79.42
"es_hotelservices","28020",abr 2013,2082.86,8876.99,10959.85,19,81
"es_hotelservices","28021",nov 2012,0,94.2,94.2,0,100
"es_hotelservices","28021",mar 2013,0,149.9,149.9,0,100
"es_hotelservices","28021",abr 2013,0,273,273,0,100
"es_hotelservices","28022",nov 2012,5030.5,586.15,5616.65,89.56,10.44
"es_hotelservices","28022",dic 2012,3635.82,945.2,4581.02,79.37,20.63
"es_hotelservices","28022",ene 2013,4417,1484.29,5901.29,74.85,25.15
"es_hotelservices","28022",feb 2013,3052.25,679.97,3732.22,81.78,18.22
"es_hotelservices","28022",mar 2013,4954.33,2182.51,7136.84,69.42,30.58
"es_hotelservices","28022",abr 2013,3939.4,883.2,4822.6,81.69,18.31
"es_hotelservices","28023",nov 2012,0,2818.69,2818.69,0,100
"es_hotelservices","28023",dic 2012,0,1778.32,1778.32,0,100
"es_hotelservices","28023",ene 2013,0,6855.23,6855.23,0,100
"es_hotelservices","28023",feb 2013,0,2460.65,2460.65,0,100
"es_hotelservices","28023",mar 2013,0,1339.88,1339.88,0,100
"es_hotelservices","28023",abr 2013,392.39,3134.85,3527.24,11.12,88.88
"es_hotelservices","28024",dic 2012,0,1014.8,1014.8,0,100
"es_hotelservices","28024",ene 2013,0,972.56,972.56,0,100
"es_hotelservices","28024",abr 2013,0,430.15,430.15,0,100
"es_hotelservices","28025",nov 2012,0,195.8,195.8,0,100
"es_hotelservices","28025",ene 2013,0,478.91,478.91,0,100
"es_hotelservices","28025",abr 2013,0,210,210,0,100
"es_hotelservices","28026",ene 2013,0,247.64,247.64,0,100
"es_hotelservices","28026",feb 2013,0,168.4,168.4,0,100
"es_hotelservices","28026",mar 2013,0,345,345,0,100
"es_hotelservices","28027",nov 2012,1660.71,1608.44,3269.15,50.8,49.2
"es_hotelservices","28027",dic 2012,1439.3,2699.98,4139.28,34.77,65.23
"es_hotelservices","28027",ene 2013,848.39,1614.27,2462.66,34.45,65.55
"es_hotelservices","28027",feb 2013,1133.94,1427.9,2561.84,44.26,55.74
"es_hotelservices","28027",mar 2013,1365.39,1585.27,2950.66,46.27,53.73
"es_hotelservices","28027",abr 2013,1641.69,2487.61,4129.3,39.76,60.24
"es_hotelservices","28028",nov 2012,326.25,2003.18,2329.43,14.01,85.99
"es_hotelservices","28028",dic 2012,704,2048.55,2752.55,25.58,74.42
"es_hotelservices","28028",ene 2013,1484.22,1815.61,3299.83,44.98,55.02
"es_hotelservices","28028",feb 2013,2149.98,1999.98,4149.96,51.81,48.19
"es_hotelservices","28028",mar 2013,556.98,1882.33,2439.31,22.83,77.17
"es_hotelservices","28028",abr 2013,527.6,5953.63,6481.23,8.14,91.86
"es_hotelservices","28029",nov 2012,0,2910.57,2910.57,0,100
"es_hotelservices","28029",dic 2012,0,8148.62,8148.62,0,100
"es_hotelservices","28029",ene 2013,0,1656.81,1656.81,0,100
"es_hotelservices","28029",feb 2013,0,2339.96,2339.96,0,100
"es_hotelservices","28029",mar 2013,0,1659.18,1659.18,0,100
"es_hotelservices","28029",abr 2013,0,1152.95,1152.95,0,100
"es_hotelservices","28030",nov 2012,0,852.25,852.25,0,100
"es_hotelservices","28030",dic 2012,0,4059.19,4059.19,0,100
"es_hotelservices","28030",ene 2013,0,1618.93,1618.93,0,100
"es_hotelservices","28030",feb 2013,0,2348.25,2348.25,0,100
"es_hotelservices","28030",mar 2013,0,2423.43,2423.43,0,100
"es_hotelservices","28030",abr 2013,0,2609.12,2609.12,0,100
"es_hotelservices","28031",nov 2012,0,109.15,109.15,0,100
"es_hotelservices","28031",dic 2012,0,1154.88,1154.88,0,100
"es_hotelservices","28032",nov 2012,0,538.05,538.05,0,100
"es_hotelservices","28032",dic 2012,1242.65,1090.69,2333.34,53.26,46.74
"es_hotelservices","28032",ene 2013,0,1134.25,1134.25,0,100
"es_hotelservices","28032",feb 2013,0,86.85,86.85,0,100
"es_hotelservices","28032",mar 2013,0,484.9,484.9,0,100
"es_hotelservices","28032",abr 2013,0,1079.15,1079.15,0,100
"es_hotelservices","28033",nov 2012,10991.93,7737.98,18729.91,58.69,41.31
"es_hotelservices","28033",dic 2012,102.7,8477.82,8580.52,1.2,98.8
"es_hotelservices","28033",ene 2013,644.23,4930.92,5575.15,11.56,88.44
"es_hotelservices","28033",feb 2013,203.67,5379.27,5582.94,3.65,96.35
"es_hotelservices","28033",mar 2013,1119.87,4028.9,5148.77,21.75,78.25
"es_hotelservices","28033",abr 2013,369.1,7995.14,8364.24,4.41,95.59
"es_hotelservices","28034",nov 2012,7710.56,3405.4,11115.96,69.36,30.64
"es_hotelservices","28034",dic 2012,1160.67,3918.12,5078.79,22.85,77.15
"es_hotelservices","28034",ene 2013,417.41,1307.17,1724.58,24.2,75.8
"es_hotelservices","28034",feb 2013,480.9,4861.11,5342.01,9,91
"es_hotelservices","28034",mar 2013,124.92,4276.99,4401.91,2.84,97.16
"es_hotelservices","28034",abr 2013,1131.56,5170.98,6302.54,17.95,82.05
"es_hotelservices","28035",nov 2012,0,4352.38,4352.38,0,100
"es_hotelservices","28035",dic 2012,0,5269.15,5269.15,0,100
"es_hotelservices","28035",ene 2013,0,3863.61,3863.61,0,100
"es_hotelservices","28035",feb 2013,0,4550.67,4550.67,0,100
"es_hotelservices","28035",mar 2013,0,2579.25,2579.25,0,100
"es_hotelservices","28035",abr 2013,0,1396.14,1396.14,0,100
"es_hotelservices","28036",nov 2012,710.6,2649.61,3360.21,21.15,78.85
"es_hotelservices","28036",dic 2012,2528.64,4807.01,7335.65,34.47,65.53
"es_hotelservices","28036",ene 2013,273.59,1087.88,1361.47,20.1,79.9
"es_hotelservices","28036",feb 2013,361.45,2014.1,2375.55,15.22,84.78
"es_hotelservices","28036",mar 2013,1373.05,4911.18,6284.23,21.85,78.15
"es_hotelservices","28036",abr 2013,910.85,3207.98,4118.83,22.11,77.89
"es_hotelservices","28037",nov 2012,141.5,0,141.5,100,0
"es_hotelservices","28037",dic 2012,201.7,425,626.7,32.18,67.82
"es_hotelservices","28037",ene 2013,318.04,160,478.04,66.53,33.47
"es_hotelservices","28037",feb 2013,0,306.56,306.56,0,100
"es_hotelservices","28037",mar 2013,148.55,481.4,629.95,23.58,76.42
"es_hotelservices","28037",abr 2013,181,0,181,100,0
"es_hotelservices","28038",ene 2013,0,410.75,410.75,0,100
"es_hotelservices","28039",nov 2012,0,1991.63,1991.63,0,100
"es_hotelservices","28039",ene 2013,0,1327.82,1327.82,0,100
"es_hotelservices","28039",feb 2013,0,273.1,273.1,0,100
"es_hotelservices","28039",mar 2013,0,1392.86,1392.86,0,100
"es_hotelservices","28039",abr 2013,0,729.37,729.37,0,100
"es_hotelservices","28041",nov 2012,0,140,140,0,100
"es_hotelservices","28041",abr 2013,0,320,320,0,100
"es_hotelservices","28042",nov 2012,823.9,2240.5,3064.4,26.89,73.11
"es_hotelservices","28042",dic 2012,1086.27,336.9,1423.17,76.33,23.67
"es_hotelservices","28042",ene 2013,1376.07,1221.8,2597.87,52.97,47.03
"es_hotelservices","28042",feb 2013,3816.29,520.23,4336.52,88,12
"es_hotelservices","28042",mar 2013,1822.06,1012.08,2834.14,64.29,35.71
"es_hotelservices","28042",abr 2013,2990.62,1832.2,4822.82,62.01,37.99
"es_hotelservices","28043",nov 2012,907.54,4775.26,5682.8,15.97,84.03
"es_hotelservices","28043",dic 2012,609.08,3449.9,4058.98,15.01,84.99
"es_hotelservices","28043",ene 2013,1175.46,2058.73,3234.19,36.34,63.66
"es_hotelservices","28043",feb 2013,601.89,16605.93,17207.82,3.5,96.5
"es_hotelservices","28043",mar 2013,1493.25,8462.93,9956.18,15,85
"es_hotelservices","28043",abr 2013,581.14,4746.35,5327.49,10.91,89.09
"es_hotelservices","28044",dic 2012,0,159.75,159.75,0,100
"es_hotelservices","28044",ene 2013,0,195.9,195.9,0,100
"es_hotelservices","28044",abr 2013,0,425.94,425.94,0,100
"es_hotelservices","28045",nov 2012,799.48,4086.07,4885.55,16.36,83.64
"es_hotelservices","28045",dic 2012,513.9,6211.66,6725.56,7.64,92.36
"es_hotelservices","28045",ene 2013,103.35,4090.31,4193.66,2.46,97.54
"es_hotelservices","28045",feb 2013,724.37,3934.82,4659.19,15.55,84.45
"es_hotelservices","28045",mar 2013,0,5520.08,5520.08,0,100
"es_hotelservices","28045",abr 2013,1428.97,5397.14,6826.11,20.93,79.07
"es_hotelservices","28046",nov 2012,510.32,0,510.32,100,0
"es_hotelservices","28046",dic 2012,1180.8,724.88,1905.68,61.96,38.04
"es_hotelservices","28046",ene 2013,0,625.6,625.6,0,100
"es_hotelservices","28046",feb 2013,388.33,688.36,1076.69,36.07,63.93
"es_hotelservices","28046",mar 2013,1273.19,1163.95,2437.14,52.24,47.76
"es_hotelservices","28046",abr 2013,1299.75,947.43,2247.18,57.84,42.16
"es_hotelservices","28047",nov 2012,0,1045.29,1045.29,0,100
"es_hotelservices","28047",ene 2013,0,446.3,446.3,0,100
"es_hotelservices","28047",mar 2013,0,290.5,290.5,0,100
"es_hotelservices","28047",abr 2013,0,664.4,664.4,0,100
"es_hotelservices","28049",feb 2013,0,134,134,0,100
"es_hotelservices","28050",nov 2012,455.95,2894.96,3350.91,13.61,86.39
"es_hotelservices","28050",dic 2012,366.02,2164.28,2530.3,14.47,85.53
"es_hotelservices","28050",ene 2013,96.6,7014.35,7110.95,1.36,98.64
"es_hotelservices","28050",feb 2013,248.83,4979.67,5228.5,4.76,95.24
"es_hotelservices","28050",mar 2013,1312.4,1748.12,3060.52,42.88,57.12
"es_hotelservices","28050",abr 2013,393.5,2427.07,2820.57,13.95,86.05
"es_hotelservices","28053",mar 2013,0,506.6,506.6,0,100
"es_hyper","28001",nov 2012,31167.75,119056.48,150224.23,20.75,79.25
"es_hyper","28001",dic 2012,34479.39,151850.07,186329.46,18.5,81.5
"es_hyper","28001",ene 2013,32954.63,122313,155267.63,21.22,78.78
"es_hyper","28001",feb 2013,28207.76,114918.72,143126.48,19.71,80.29
"es_hyper","28001",mar 2013,29255.28,118465.59,147720.87,19.8,80.2
"es_hyper","28001",abr 2013,32799.16,115502.71,148301.87,22.12,77.88
"es_hyper","28002",nov 2012,75451.66,200353.89,275805.55,27.36,72.64
"es_hyper","28002",dic 2012,76158.78,258212.84,334371.62,22.78,77.22
"es_hyper","28002",ene 2013,61958.53,222934.21,284892.74,21.75,78.25
"es_hyper","28002",feb 2013,68047.19,190675.08,258722.27,26.3,73.7
"es_hyper","28002",mar 2013,70077.66,187354.08,257431.74,27.22,72.78
"es_hyper","28002",abr 2013,74830.94,203434.73,278265.67,26.89,73.11
"es_hyper","28003",nov 2012,97097.65,95040.16,192137.81,50.54,49.46
"es_hyper","28003",dic 2012,130816.87,127606.97,258423.84,50.62,49.38
"es_hyper","28003",ene 2013,122578.06,104630.33,227208.39,53.95,46.05
"es_hyper","28003",feb 2013,99927.03,87107.28,187034.31,53.43,46.57
"es_hyper","28003",mar 2013,95938.53,90341.51,186280.04,51.5,48.5
"es_hyper","28003",abr 2013,100737.6,88241.6,188979.2,53.31,46.69
"es_hyper","28004",nov 2012,0,116256.28,116256.28,0,100
"es_hyper","28004",dic 2012,0,132378.23,132378.23,0,100
"es_hyper","28004",ene 2013,0,121109.97,121109.97,0,100
"es_hyper","28004",feb 2013,0,129499.91,129499.91,0,100
"es_hyper","28004",mar 2013,0,108842.17,108842.17,0,100
"es_hyper","28004",abr 2013,0,109806.65,109806.65,0,100
"es_hyper","28005",nov 2012,41949.1,134388.22,176337.32,23.79,76.21
"es_hyper","28005",dic 2012,43451.88,176121.36,219573.24,19.79,80.21
"es_hyper","28005",ene 2013,38362.25,178035.37,216397.62,17.73,82.27
"es_hyper","28005",feb 2013,42697.66,128463.9,171161.56,24.95,75.05
"es_hyper","28005",mar 2013,42763.35,113558.12,156321.47,27.36,72.64
"es_hyper","28005",abr 2013,48212.56,129455.86,177668.42,27.14,72.86
"es_hyper","28006",nov 2012,82869.56,116421.95,199291.51,41.58,58.42
"es_hyper","28006",dic 2012,79985.32,169069.52,249054.84,32.12,67.88
"es_hyper","28006",ene 2013,76776.87,135729.84,212506.71,36.13,63.87
"es_hyper","28006",feb 2013,67222.36,114934.97,182157.33,36.9,63.1
"es_hyper","28006",mar 2013,70175.57,123779.93,193955.5,36.18,63.82
"es_hyper","28006",abr 2013,80897.37,122488.11,203385.48,39.78,60.22
"es_hyper","28007",nov 2012,56084.89,224613.67,280698.56,19.98,80.02
"es_hyper","28007",dic 2012,57155.87,298912.73,356068.6,16.05,83.95
"es_hyper","28007",ene 2013,48263.92,272295.94,320559.86,15.06,84.94
"es_hyper","28007",feb 2013,53524.83,202547.96,256072.79,20.9,79.1
"es_hyper","28007",mar 2013,51971.99,207036.19,259008.18,20.07,79.93
"es_hyper","28007",abr 2013,57059.22,217498.56,274557.78,20.78,79.22
"es_hyper","28008",nov 2012,70874.52,57017.86,127892.38,55.42,44.58
"es_hyper","28008",dic 2012,86916.76,66745.46,153662.22,56.56,43.44
"es_hyper","28008",ene 2013,79143.9,64968.36,144112.26,54.92,45.08
"es_hyper","28008",feb 2013,63330.2,66098.22,129428.42,48.93,51.07
"es_hyper","28008",mar 2013,67834.45,55508.06,123342.51,55,45
"es_hyper","28008",abr 2013,69128.77,59445.18,128573.95,53.77,46.23
"es_hyper","28009",nov 2012,103374.2,68821.05,172195.25,60.03,39.97
"es_hyper","28009",dic 2012,129619.39,89354.05,218973.44,59.19,40.81
"es_hyper","28009",ene 2013,124971.28,90891.49,215862.77,57.89,42.11
"es_hyper","28009",feb 2013,110346.94,80344.62,190691.56,57.87,42.13
"es_hyper","28009",mar 2013,101954.56,65205.09,167159.65,60.99,39.01
"es_hyper","28009",abr 2013,121624.13,78301.1,199925.23,60.83,39.17
"es_hyper","28010",nov 2012,44558.07,123379.92,167937.99,26.53,73.47
"es_hyper","28010",dic 2012,39969.08,156305.63,196274.71,20.36,79.64
